ID nummer;Naam;Begin vers;Eind vers
773;Wie wind aait zal storm oogsten;Hosea 8:1;Hosea 8:14
774;Terug naar Egypte;Hosea 9:1;Hosea 9:9
775;Gods oordeel over Israëls ontrouw;Hosea 9:10;Hosea 11:11
776;Israël en zijn voorvader Jakob;Hosea 12:1;Hosea 12:15
777;Israëls einde;Hosea 13:1;Hosea 14:1
778;Israëls tweede bloei;Hosea 14:2;Hosea 14:10
779;Intro;Joel 1:1;Joel 1:1
780;Het verwoeste land;Joel 1:2;Joel 1:20
781;Naderend onheil;Joel 2:1;Joel 2:17
782;Belofte van herstel en zegen;Joel 2:18;Joel 3:5
783;De dag van de Heer;Joel 4:1;Joel 4:21
784;Intro;Amos 1:1;Amos 1:2
785;Het vonnis van de Heer;Amos 1:3;Amos 6:14
786;Visioenen;Amos 7:1;Amos 9:15
787;De profetie van Obadja;Obadja 1:1;Obadja 1:21
788;Jona geroepen;Jona 1:1;Jona 1:16
789;Jona en de grote vis;Jona 2:1;Jona 2:11
790;Jona in Nineve;Jona 3:1;Jona 4:11
791;Intro;Micha 1:1;Micha 1:1
792;Het oordeel van de Heer;Micha 1:2;Micha 3:12
793;Het koningschap van de Heer;Micha 4:1;Micha 5:14
794;De gerechtigheid van de Heer;Micha 6:1;Micha 7:20
795;Nahum;Nahum 1:1;Nahum 3:19
796;Profetie, visioen van de profeet Habakuk;Habakuk 1:1;Habakuk 2:20
797;Gebed van de profeet Habakuk. Als een klaaglied;Habakuk 3:1;Habakuk 3:19
798;Intro;Sefanja 1:1;Sefanja 1:1
799;De dag van de Heer;Sefanja 1:2;Sefanja 2:3
800;Profetie over de omringende volken;Sefanja 2:4;Sefanja 2:15
801;Profetie over Jeruzalem;Sefanja 3:1;Sefanja 3:20
802;Over de herbouw van de tempel;Haggai 1:1;Haggai 2:23
803;Oproep terug te keren naar de Heer;Zacharia 1:1;Zacharia 1:6
804;Visioenen;Zacharia 1:7;Zacharia 6:15
805;Bemoediging;Zacharia 7:1;Zacharia 8:23
806;Andere profetieën;Zacharia 9:1;Zacharia 14:21
807;Profetie;Maleachi 1:1;Maleachi 3:24
808;Het evangelie volgens Matteüs;Matteüs 1:1;Matteüs 1:25
809;De vlucht voor Herodes en Archelaüs;Matteüs 2:1;Matteüs 2:23
810;Optreden van Johannes de Doper;Matteüs 3:1;Matteüs 3:27
811;Jezus in de woestijn;Matteüs 4:1;Matteüs 4:11
812;Begin van Jezus' verkondiging;Matteüs 4:12;Matteüs 4:25
813;Bergrede;Matteüs 5:1;Matteüs 8:1
814;Genezingen en navolging;Matteüs 8:2;Matteüs 8:22
815;Naar de overkant van het meer;Matteüs 8:23;Matteüs 8:34
816;Terug naar Kafarnaüm;Matteüs 9:1;Matteüs 9:17
817;Verschillende genezingen;Matteüs 9:18;Matteüs 9:34
818;Uitzending van de twaalf;Matteüs 9:35;Matteüs 11:1
819;Jezus en Johannes;Matteüs 11:2;Matteüs 11:30
820;Jezus en de sabbat;Matteüs 12:1;Matteüs 12:21
821;Confrontatie met farizeeën en schriftgeleerden;Matteüs 12:22;Matteüs 12:50
822;Gelijkenissen over het koningkrijk van de hemel;Matteüs 13:1;Matteüs 13:58
823;De dood van Johannes;Matteüs 14:1;Matteüs 14:12
824;Overvloed aan brood, gebrek aan geloof;Matteüs 14:13;Matteüs 14:36
825;Rein en onrein;Matteüs 15:1;Matteüs 15:20
826;Naar Tyrus en Sidon;Matteüs 15:21;Matteüs 15:39
827;De zuurdesem van de farizeeën en de sadduceeën;Matteüs 16:1;Matteüs 16:12
828;Wie is Jezus;Matteüs 16:13;Matteüs 16:28
829;Een stem uit de hemel;Matteüs 17:1;Matteüs 17:13
830;Gebrek aan geloof;Matteüs 17:14;Matteüs 17:23
831;Onderricht aan Petrus en de leerlingen;Matteüs 17:24;Matteüs 18:35
832;Leven met het oog op het koningkrijk van de hemel;Matteüs 19:1;Matteüs 19:15
833;Binnengaan in het koningkrijk van de hemel;Matteüs 19:16;Matteüs 20:16
834;Op weg naar Jeruzalem;Matteüs 20:17;Matteüs 20:34
835;Intocht in Jeruzalem;Matteüs 21:1;Matteüs 21:17
836;Het teken van de vijgenboom;Matteüs 21:18;Matteüs 21:22
837;Onderricht aan hogepriesters, oudsten en farizeeën;Matteüs 21:23;Matteüs 22:14
838;Debat met farizeeën, herodianen en sadduceeën;Matteüs 22:15;Matteüs 22:46
839;Wee de schriftgeleerden en de farizeeën;Matteüs 23:1;Matteüs 23:39
840;De komst van de Mensenzoon;Matteüs 24:1;Matteüs 25:46
841;Jezus met kostbare olie gebalsemd;Matteüs 26:1;Matteüs 26:16
842;Het pesachmaal;Matteüs 26:17;Matteüs 26:35
843;In Getsemane;Matteüs 26:36;Matteüs 26:56
844;Jezus verhoord en verloochend;Matteüs 26:57;Matteüs 26:75
845;Jezus voor Pilatus;Matteüs 27:1;Matteüs 27:26
846;Kruisiging;Matteüs 27:27;Matteüs 27:56
847;Het graf;Matteüs 27:57;Matteüs 27:66
848;Opstanding uit de dood;Matteüs 28:1;Matteüs 28:15
849;Uitzending van de leerlingen;Matteüs 28:16;Matteüs 28:20
850;Het evangelie volgens Marcus;Marcus 1:1;Marcus 1:15
851;Simon, Andreas, Jakobus en Johannes geroepen;Marcus 1:16;Marcus 1:20
852;Een nieuwe leer met gezag;Marcus 1:21;Marcus 1:45
853;Jezus' gezag betwist;Marcus 2:1;Marcus 3:6
854;Jezus, de menigte en zijn leerlingen;Marcus 3:7;Marcus 3:19
855;Jezus, de schriftgeleerden en zijn verwanten;Marcus 3:20;Marcus 3:35
856;Gelijkenissen over het koningkrijk van God;Marcus 4:1;Marcus 4:34
857;Vijf confrontaties: geloof en ongeloof;Marcus 4:35;Marcus 6:13
858;De dood van Johannes;Marcus 6:14;Marcus 6:29
859;Het teken van de broden;Marcus 6:30;Marcus 6:44
860;Naar de overkant van het meer;Marcus 6:45;Marcus 6:56
861;Rein en onrein;Marcus 7:1;Marcus 7:23
862;Naar Tyrus, Sidon en Dekapolis;Marcus 7:24;Marcus 7:37
863;Het tweede teken van de broden;Marcus 8:1;Marcus 8:21
864;Genezing van een blinde;Marcus 8:22;Marcus 8:26
865;Wie is Jezus;Marcus 8:27;Marcus 9:1
866;Een stem uit de hemel;Marcus 9:2;Marcus 9:13
867;Geloof en ongeloof;Marcus 9:14;Marcus 9:29
868;Onderricht aan de leerlingen;Marcus 9:30;Marcus 9:50
869;Twistgesprek met farizeeën;Marcus 10:1;Marcus 10:12
870;Binnengaan in het koningkrijk van God;Marcus 10:13;Marcus 10:31
871;Op weg naar Jeruzalem;Marcus 10:32;Marcus 10:52
872;Intocht in Jeruzalem;Marcus 11:1;Marcus 11:11
873;De vijgenboom en de tempel;Marcus 11:12;Marcus 11:26
874;Confrontatie met hogepriesters, schriftgeleerden en oudsten;Marcus 11:27;Marcus 12:12
875;Confrontatie met farizeeën, herodianen en sadduceeën;Marcus 12:13;Marcus 12:34
876;Onderricht in de tempel;Marcus 12:35;Marcus 12:44
877;De komst van de Mensenzoon;Marcus 13:1;Marcus 13:37
878;Jezus met kostbare olie gebalsemd;Marcus 14:1;Marcus 14:11
879;Het pesachmaal;Marcus 14:12;Marcus 14:31
880;Nachtwake en arrestatie;Marcus 14:32;Marcus 14:52
881;Jezus verhoord en verloochend;Marcus 14:53;Marcus 14:72
882;Jezus voor Pilatus;Marcus 15:1;Marcus 15:15
883;Kruisiging;Marcus 15:16;Marcus 15:39
884;Graflegging;Marcus 15:40;Marcus 15:47
885;Het lege graf;Marcus 16:1;Marcus 16:8
886;Na de opstanding;Marcus 16:9;Marcus 16:20
887;Het eerste boek van Lucas;Lucas 1:1;Lucas 1:4
888;Aankondiging van de geboorte van Johannes;Lucas 1:5;Lucas 1:25
889;Aankondiging van de geboorte van Jezus;Lucas 1:26;Lucas 1:38
890;Maria en Elisabet;Lucas 1:39;Lucas 1:56
891;De geboorte van Johannes;Lucas 1:57;Lucas 1:80
892;De geboorte van Jezus;Lucas 2:1;Lucas 2:21
893;Toewijding van Jezus in de tempel;Lucas 2:22;Lucas 2:40
894;De twaalfjarige Jezus in de tempel;Lucas 2:21;Lucas 2:52
895;Optreden van Jezus;Lucas 3:1;Lucas 3:22
896;Geslachtslijst van Jezus;Lucas 3:23;Lucas 3:38
897;Jezus door de duivel op de proef gesteld;Lucas 4:1;Lucas 4:13
898;Optreden van Jezus in Nazaret;Lucas 4:14;Lucas 4:30
899;Optreden van Jezus in Kafarnaüm;Lucas 4:31;Lucas 4:44
900;Simon Petrus, Jakobus en Johannes geroepen;Lucas 5:1;Lucas 5:11
901;Genezing van huidvraat;Lucas 5:12;Lucas 5:16
902;Genezing en vergeving van zonden;Lucas 5:17;Lucas 5:26
903;Jezus bij Levi;Lucas 5:27;Lucas 5:39
904;Jezus en de sabbat;Lucas 6:1;Lucas 6:11
905;Aanstelling van de twaalf apostelen;Lucas 6:12;Lucas 6:16
906;Onderricht aan de leerlingen;Lucas 6:17;Lucas 6:49
907;Genezing en dodenopwekking;Lucas 7:1;Lucas 7:17
908;Jezus en Johannes;Lucas 7:18;Lucas 7:35
909;De liefde van een zondares;Lucas 8:36;Lucas 8:50
910;Verkondiging van het koningkrijk van God;Lucas 8:1;Lucas 8:21
911;Naar de overkant van het meer;Lucas 8:22;Lucas 8:39
912;Genezing en dodenopwekking;Lucas 8:40;Lucas 8:56
913;Uitzending van de twaalf;Lucas 9:1;Lucas 9:17
914;Onderricht aan de leerlingen;Lucas 9:18;Lucas 9:50
915;Op weg naar Jeruzalem;Lucas 9:51;Lucas 9:62
916;Uitzending van de tweeënzeventig leerlingen;Lucas 10:1;Lucas 10:24
917;Het enig noodzakelijke;Lucas 10:25;Lucas 10:42
918;Het gebed;Lucas 11:1;Lucas 11:13
919;Toespraak tot de menigte;Lucas 11:14;Lucas 11:36
920;Confrontatie met farizeeën en schriftgeleerden;Lucas 11:37;Lucas 11:54
921;Onderricht aan de leerlingen en de menigte;Lucas 12:1;Lucas 13:9
922;Genezing op sabbat;Lucas 13:10;Lucas 13:21
923;Verder naar Jeruzalem;Lucas 13:22;Lucas 13:35
924;Een feestmaal op sabbat;Lucas 14:1;Lucas 14:24
925;Het volgen van Jezus;Lucas 14:25;Lucas 14:35
926;De zorg om wat verloren is;Lucas 15:1;Lucas 15:32
927;Rijkdom en gerechtigheid;Lucas 16:1;Lucas 16:31
928;Oproep aan de leerlingen;Lucas 17:1;Lucas 17:10
929;In het grensgebied van Samaria;Lucas 17:11;Lucas 17:19
930;De komst van de Mensenzoon;Lucas 17:20;Lucas 18:8
931;De erfgenamen van het koningkrijk van God;Lucas 18:9;Lucas 18:30
932;Optreden in Jericho;Lucas 18:31;Lucas 19:10
933;De gelijkenis van de koning en de drachmen;Lucas 19:11;Lucas 19:28
934;Intocht in Jeruzalem;Lucas 19:29;Lucas 19:48
935;Jezus in de tempel belaagd;Lucas 20:1;Lucas 20:26
936;Onderricht in de tempel;Lucas 20:27;Lucas 21:4
937;De komst van de Mensenzoon;Lucas 21:5;Lucas 21:38
938;Het pesachmaal;Lucas 22:1;Lucas 22:38
939;Jezus gevangengenomen en verloochend;Lucas 22:39;Lucas 22:65
940;Het verhoord;Lucas 22:66;Lucas 23:25
941;Kruisiging en graflegging;Lucas 23:26;Lucas 23:56
942;Het lege graflegging;Lucas 24:1;Lucas 24:12
943;Verschijningen, Jezus opgenomen in de hemel;Lucas 24:13;Lucas 24:53
944;Het woord is mens geworden;Johannes 1:1;Johannes 1:18
945;Getuigenissen;Johannes 1:19;Johannes 1:51
946;Bruiloft in Kana;Johannes 2:1;Johannes 2:12
947;Jezus in de tempel;Johannes 2:13;Johannes 2:22
948;Gesprek met Nikodemus;Johannes 2:23;Johannes 3:21
949;Getuigenis van Johannes de doper;Johannes 3:22;Johannes 3:36
950;Gesprek met een Samaritaanse vrouw;Johannes 4:1;Johannes 4:42
951;Genezing in Kana;Johannes 4:43;Johannes 4:54
952;Genezing in het bad van Betzata;Johannes 5:1;Johannes 5:18
953;Jezus en de Vader;Johannes 5:19;Johannes 5:47
954;Het teken van het brood;Johannes 6:1;Johannes 6:71
955;Jezus op het Loofhuttenfeest;Johannes 7:1;Johannes 7:53
956;Een vrouw op overspel betrapt;Johannes 8:1;Johannes 8:11
957;Jezus getuigd over zichzelf;Johannes 8:12;Johannes 8:59
958;Genezing van een blinde;Johannes 9:1;Johannes 9:41
959;De goede herder;Johannes 10:1;Johannes 10:21
960;Geloof en ongeloof;Johannes 10:22;Johannes 10:42
961;Lazarus uit de dood opgewekt;Johannes 11:1;Johannes 11:54
962;Maria zalft Jezus;Johannes 11:55;Johannes 12:11
963;Intocht in Jeruzalem;Johannes 12:12;Johannes 12:19
964;Jezus spreekt over zijn dood;Johannes 12:20;Johannes 12:36
965;Ongeloof;Johannes 12:37;Johannes 12:50
966;Jezus wast de voeten van de leerlingen;Johannes 13:1;Johannes 13:30
967;Jezus gaat naar de Vader;Johannes 13:31;Johannes 14:31
968;De wijnstok en de ranken;Johannes 15:1;Johannes 15:17
969;De haat van de wereld;Johannes 15:18;Johannes 17:26
970;Jezus gevangengenomen en verhoord;Johannes 18:1;Johannes 19:16
971;Jezus gekruisigd en begraven;Johannes 19:16;Johannes 19:42
972;Opstanding;Johannes 20:1;Johannes 20:18
973;Verschijningen;Johannes 20:19;Johannes 21:25
974;Jezus opgenomen in de hemel;Handelingen 1:1;Handelingen 1:14
975;Judas vervangen;Handelingen 1:15;Handelingen 1:26
976;De komst van de heilige Geest;Handelingen 2:1;Handelingen 2:13
977;Toespraak van Petrus;Handelingen 2:14;Handelingen 2:42
978;Het leven van de eerste gemeente;Handelingen 2:43;Handelingen 2:47
979;Genezing van een verlamde;Handelingen 3:1;Handelingen 3:10
980;Toespraak van Petrus;Handelingen 3:11;Handelingen 3:26
981;Ondervraging door de joodse leiders;Handelingen 4:1;Handelingen 4:22
982;Gebed van de gelovigen;Handelingen 4:23;Handelingen 4:31
983;Het gemeenschappelijke bezit;Handelingen 4:32;Handelingen 5:11
984;Wonderbaarlijke genezingen;Handelingen 5:12;Handelingen 5:16
985;Gevangenneming van de apostelen;Handelingen 5:17;Handelingen 5:42
986;Conflict binnen de gemeente en verdere groei;Handelingen 6:1;Handelingen 6:7
987;De aanklacht tegen Stefanus;Handelingen 6:8;Handelingen 6:15
988;De verdediging van Stefanus;Handelingen 7:1;Handelingen 7:53
989;De steniging van Stefanus;Handelingen 7:54;Handelingen 7:60
990;Vervolging van de gemeente;Handelingen 8:1;Handelingen 8:3
991;Verkondiging in Samaria;Handelingen 8:4;Handelingen 8:25
992;Filippus en de Ethiopiër;Handelingen 8:26;Handelingen 8:40
993;Saulus geroepen;Handelingen 9:1;Handelingen 9:31
994;Petrus in Lydda en Joppe;Handelingen 9:32;Handelingen 9:43
995;De doop van Cornelius;Handelingen 10:1;Handelingen 10:48
996;Petrus over de doop van de heidenen;Handelingen 11:1;Handelingen 11:18
997;De gemeente in Antiochië;Handelingen 11:19;Handelingen 11:30
998;Petrus gevangengenomen en bevrijd;Handelingen 12:1;Handelingen 12:19
999;De dood van Herodes;Handelingen 12:20;Handelingen 12:25
1000;Uitzending van Barnabas en Saulus: de eerste reis;Handelingen 13:1;Handelingen 13:12
1001;Paulus en Barnabas in Antiochië in Pisidië;Handelingen 13:13;Handelingen 13:52
1002;Paulus en Barnabas in Ikonium;Handelingen 14:1;Handelingen 14:7
1003;Paulus en Barnabas in Lystra;Handelingen 14:8;Handelingen 14:20
1004;Terugreis naar Antiochië in Syrië;Handelingen 14:21;Handelingen 14:28
1005;Bijeenkomst van de apostelen;Handelingen 15:1;Handelingen 15:35
1006;De tweede zendingsreis;Handelingen 15:36;Handelingen 16:10
1007;De gebeurtenissen in Filippi;Handelingen 16:11;Handelingen 16:40
1008;In Tessalonica en Berea;Handelingen 17:1;Handelingen 17:15
1009;Paulus in Athene;Handelingen 17:16;Handelingen 17:34
1010;Paulus in Korinthe;Handelingen 18:1;Handelingen 18:17
1011;Terugreis naar Antiochië in Syrië;Handelingen 18:18;Handelingen 18:22
1012;De derde zendingsreis: Verkondiging in Efeze;Handelingen 18:23;Handelingen 19:20
1013;Paulus' reisschema;Handelingen 19:21;Handelingen 19:22
1014;Volksoproer in Efeze;Handelingen 19:23;Handelingen 19:40
1015;Via Macedonië en Griekenland naar Troas;Handelingen 20:1;Handelingen 20:12
1016;Afscheid van de gemeente in Efeze;Handelingen 20:13;Handelingen 20:38
1017;Naar Tyrus en Caesarea;Handelingen 21:1;Handelingen 21:14
1018;Ontvangst in Jeruzalem;Handelingen 21:15;Handelingen 21:26
1019;Paulus gearresteerd;Handelingen 21:27;Handelingen 21:36
1020;Verdedigingsrede van Paulus;Handelingen 21:37;Handelingen 22:29
1021;Voor het Sanhedrin;Handelingen 22:30;Handelingen 23:11
1022;Samenzwering tegen Paulus;Handelingen 23:12;Handelingen 23:35
1023;De aanklacht tegen Paulus en zijn verdediging voor Felix;Handelingen 24:1;Handelingen 24:23
1024;Felix en Paulus;Handelingen 24:24;Handelingen 24:27
1025;Het beroep op de keizer;Handelingen 25:1;Handelingen 25:12
1026;Festus overlegt met Agrippa;Handelingen 25:13;Handelingen 25:22
1027;Verdedigingsrede van Paulus voor Agrippa;Handelingen 25:23;Handelingen 26:32
1028;Zeereis naar Italië en schipbreuk;Handelingen 27:1;Handelingen 27:44
1029;Verblijf op Malta;Handelingen 28:1;Handelingen 28:10
1030;Verkondiging in Rome;Handelingen 28:11;Handelingen 28:31
1031;De brief aan de Romeinen;Romeinen 1:1;Romeinen 1:15
1032;God veroordeelt kwaad en onrecht;Romeinen 1:16;Romeinen 2:16
1033;De joden en de wet;Romeinen 2:17;Romeinen 3:20
1034;Rechtvaardig voor God door het geloof in Jezus Christus;Romeinen 3:21;Romeinen 3:31
1035;Abraham;Romeinen 4:1;Romeinen 4:25
1036;Leven in vrede met God;Romeinen 5:1;Romeinen 5:21
1037;Met Christus gestorven, dood voor de zonde;Romeinen 6:1;Romeinen 7:6
1038;De wet en de zonde;Romeinen 7:1;Romeinen 7:25
1039;Leven door de Geest;Romeinen 8:1;Romeinen 8:39
1040;De trouw en de barmhartigheid van God;Romeinen 9:1;Romeinen 9:29
1041;Onbegrip bij Israël;Romeinen 9:30;Romeinen 10:21
1042;Israëls redding, bescheidenheid voor de heidenen;Romeinen 11:1;Romeinen 11:36
1043;Leef volgens de wil van God;Romeinen 12:1;Romeinen 13:14
1044;Aanvaard elkaar, zoals Christus u heeft aanvaard;Romeinen 14:1;Romeinen 15:13
1045;Reisplannen en groeten;Romeinen 15:14;Romeinen 16:27
1046;De eerste brief aan de Korintiërs;1 Korintiërs 1:1;1 Korintiërs 1:9
1047;Verdeeldheid in de gemeente;1 Korintiërs 1:10;1 Korintiërs 1:17
1048;De ware wijsheid;1 Korintiërs 1:18;1 Korintiërs 2:16
1049;Het apostelschap en de gemeente;1 Korintiërs 3:1;1 Korintiërs 4:21
1050;Misstanden in de gemeente;1 Korintiërs 5:1;1 Korintiërs 6:20
1051;De gehuwde en de ongehuwde staat;1 Korintiërs 7:1;1 Korintiërs 7:40
1052;Heidens offervlees;1 Korintiërs 8:1;1 Korintiërs 8:13
1053;De vrijheid van de apostelen;1 Korintiërs 9:1;1 Korintiërs 9:27
1054;Israël als voorbeeld;1 Korintiërs 10:1;1 Korintiërs 10:22
1055;Het juiste gebruik van de vrijheid;1 Korintiërs 10:23;1 Korintiërs 11:1
1056;De hoofdbedekking van de vrouw;1 Korintiërs 11:2;1 Korintiërs 11:16
1057;De viering van de maaltijd van de Heer;1 Korintiërs 11:17;1 Korintiërs 11:34
1058;Vele gaven, één Geest;1 Korintiërs 12:1;1 Korintiërs 12:31
1059;De liefde;1 Korintiërs 13:1;1 Korintiërs 13:13
1060;Profetie en klanktaal;1 Korintiërs 14:1;1 Korintiërs 14:40
1061;De opstanding van de doden;1 Korintiërs 15:1;1 Korintiërs 15:58
1062;Reisplannen en groeten;1 Korintiërs 16:1;1 Korintiërs 16:24
1063;De tweede brief aan de Korintiërs;2 Korintiërs 1:1;2 Korintiërs 1:11
1064;Gewijzigde reisplannen;2 Korintiërs 1:12;2 Korintiërs 2:13
1065;Het apostelschap;2 Korintiërs 2:14;2 Korintiërs 4:6
1066;Het huidige leven en de toekomstige luister;2 Korintiërs 4:7;2 Korintiërs 5:10
1067;Door Christus met God verzoend;2 Korintiërs 5:11;2 Korintiërs 6:13
1068;Waarschuwingen;2 Korintiërs 6:14;2 Korintiërs 7:4
1069;Blijdschap over de gemeente in Korinthe;2 Korintiërs 7:5;2 Korintiërs 7:16
1070;Collecte voor Jeruzalem;2 Korintiërs 8:1;2 Korintiërs 9:15
1071;Oproep tot gehoorzaamheid;2 Korintiërs 10:1;2 Korintiërs 10:18
1072;Verdediging tegen schijnapostelen;2 Korintiërs 11:1;2 Korintiërs 12:13
1073;Aankondiging van een derde bezoek;2 Korintiërs 12:14;2 Korintiërs 13:13
1074;De brief aan de Galaten;Galaten 1:1;Galaten 1:5
1075;Het ware evangelie;Galaten 1:6;Galaten 2:14
1076;Rechtvaardig voor God door het geloof in Jezus Christus;Galaten 2:15;Galaten 2:21
1077;Het geloof en de wet;Galaten 3:1;Galaten 4:11
1078;Vrijheid en slavernij;Galaten 4:12;Galaten 5:12
1079;Leven door de Geest;Galaten 5:13;Galaten 6:18
1080;De brief aan de Efeziërs;Efeziërs 1:1;Efeziërs 1:2
1081;Lof en dank;Efeziërs 1:3;Efeziërs 1:23
1082;Eén in Christus;Efeziërs 2:1;Efeziërs 3:21
1083;Christus als fundament;Efeziërs 4:1;Efeziërs 4:24
1084;Het nieuwe leven;Efeziërs 4:25;Efeziërs 6:9
1085;Houd stand;Efeziërs 6:10;Efeziërs 6:24
1086;De brief aan de Filippenzen;Filippenzen 1:1;Filippenzen 1:11
1087;Gevangen omwille van Christus Jezus;Filippenzen 1:12;Filippenzen 1:26
1088;Aansporing tot volharding en eensgezindheid;Filippenzen 1:27;Filippenzen 2:18
1089;Timoteüs en Epafroditus naar Filippi;Filippenzen 2:19;Filippenzen 2:30
1090;Laat de Heer uw vreugde blijven;Filippenzen 3:1;Filippenzen 4:9
1091;Dankbetuiging;Filippenzen 4:10;Filippenzen 4:23
1092;De brief aan de Kolossenzen;Kolossenzen 1:1;Kolossenzen 1:2
1093;Evangelie en verzoening;Kolossenzen 1:3;Kolossenzen 1:23
1094;Strijd in dienst van Christus;Kolossenzen 1:24;Kolossenzen 2:5
1095;Met Christus gestorven en opgewekt uit de dood;Kolossenzen 2:6;Kolossenzen 3:4
1096;Het nieuwe leven;Kolossenzen 3:5;Kolossenzen 4:6
1097;Groeten;Kolossenzen 4:7;Kolossenzen 4:18
1098;De eerste brief aan de Tessalonicenzen;1 Tessalonicenzen 1:1;1 Tessalonicenzen 1:10
1099;Bezoek aan Tessalonica;1 Tessalonicenzen 2:1;1 Tessalonicenzen 3:13
1100;Aansporing;1 Tessalonicenzen 4:1;1 Tessalonicenzen 5:28
1101;De tweede brief aan de Tessalonicenzen;2 Tessalonicenzen 1:1;2 Tessalonicenzen 1:2
1102;Lijden voor het koningkrijk van God;2 Tessalonicenzen 1:3;2 Tessalonicenzen 1:12
1103;Wat voorafgaat aan de komst van de Heer;2 Tessalonicenzen 2:1;2 Tessalonicenzen 2:17
1104;Doe uw dagelijks werk;2 Tessalonicenzen 3:1;2 Tessalonicenzen 3:18
1105;De eerste brieg aan Timoteüs;1 Timoteüs 1:1;1 Timoteüs 1:2
1106;Opdracht aan Timoteüs;1 Timoteüs 1:3;1 Timoteüs 1:20
1107;Aanwijzingen voor de gemeente;1 Timoteüs 2:1;1 Timoteüs 4:10
1108;Aanwijzingen voor Timoteüs;1 Timoteüs 4:11;1 Timoteüs 6:2
1109;De ware rijkdom;1 Timoteüs 6:2;1 Timoteüs 6:21
1110;De tweede brieg aan Timoteüs;2 Timoteüs 1:1;2 Timoteüs 1:2
1111;Houd vast aan het geloof;2 Timoteüs 1:3;2 Timoteüs 1:18
1112;Deel in het lijden;2 Timoteüs 2:1;2 Timoteüs 2:13
1113;Aanwijzingen voor de omgang met dwaalleraren;2 Timoteüs 2:14;2 Timoteüs 4:8
1114;Laatste aanwijzingen;2 Timoteüs 4:9;2 Timoteüs 4:22
1115;De brief aan Titus;Titus 1:1;Titus 1:4
1116;Titus' taak op Kreta;Titus 1:5;Titus 1:16
1117;Praktische aanwijzingen;Titus 2:1;Titus 3:15
1118;De brief aan Filemon;Filemon 1:1;Filemon 1:25
1119;De brief aan de Hebreeën;Hebreeën 1:1;Hebreeën 1:14
1120;Jezus en zijn broeders en zusters;Hebreeën 2:1;Hebreeën 2:18
1121;Luisteren naar zijn stem;Hebreeën 3:1;Hebreeën 4:13
1122;Trouw blijven aan de belijdenis;Hebreeën 4:14;Hebreeën 6:20
1123;Priester voor altijd;Hebreeën 7:1;Hebreeën 7:28
1124;Het eerste verbond en het nieuwe verbond;Hebreeën 8:1;Hebreeën 10:18
1125;Geloof en volharding;Hebreeën 10:19;Hebreeën 10:39
1126;Voorbeeldig geloof;Hebreeën 11:1;Hebreeën 12:13
1127;Aansporing en groeten;Hebreeën 12:14;Hebreeën 13:25
1128;De brief van Jakobus;Jakobus 1:1;Jakobus 1:1
1129;Geloof en standvastigheid;Jakobus 1:2;Jakobus 1:18
1130;Geloven en doen;Jakobus 1:19;Jakobus 3:19
1131;Onderwerp u aan God;Jakobus 4:1;Jakobus 5:6
1132;Bemoediging en raadgevingen;Jakobus 5:7;Jakobus 5:20
1133;De eerste brief aan Petrus;1 Petrus 1:1;1 Petrus 1:2
1134;Het nieuwe leven;1 Petrus 1:3;1 Petrus 2:10
1135;De goede levenswandel;1 Petrus 2:11;1 Petrus 3:12
1136;Het lijden in de eindtijd;1 Petrus 3:13;1 Petrus 4:19
1137;Het gezag in de gemeente;1 Petrus 5:1;1 Petrus 5:14
1138;De tweede brief van Petrus;2 Petrus 1:1;2 Petrus 1:2
1139;Maak uw roeping waar;2 Petrus 1:3;2 Petrus 1:11
1140;Waarschuwing tegen dwaling;2 Petrus 1:12;2 Petrus 2:22
1141;De dag van de Heer;2 Petrus 3:1;2 Petrus 3:18
1142;De eerste brief van Johannes;1 Johannes 1:1;1 Johannes 1:4
1143;Licht en duisternis;1 Johannes 1:5;1 Johannes 2:17
1144;Kinderen van God en kinderen van de duidel;1 Johannes 2:18;1 Johannes 3:10
1145;Heb elkaar lief;1 Johannes 3:11;1 Johannes 3:24
1146;Wie de Zoon heeft, heeft het leven;1 Johannes 4:1;1 Johannes 5:12
1147;Laatste opmerkingen;1 Johannes 5:13;1 Johannes 5:21
1148;De tweede brief van Johannes;2 Johannes 1:1;2 Johannes 1:13
1149;De derde brief van Johannes;3 Johannes 1:1;3 Johannes 1:15
1150;De brief van Judas;Judas 1:1;Judas 1:25
1151;Openbaring van Johannes;Openbaring 1:1;Openbaring 1:3
1152;Aan de zeven gemeenten;Openbaring 1:4;Openbaring 3:22
1153;Aanbidding van God en het Lam;Openbaring 4:1;Openbaring 5:14
1154;De eerste zes zegels;Openbaring 6:1;Openbaring 6:17
1155;De honderdvierenveertigduizend voor de troon;Openbaring 7:1;Openbaring 7:17
1156;Het zevende zegels;Openbaring 8:1;Openbaring 8:5
1157;De eerste zes bazuinen;Openbaring 8:6;Openbaring 9:21
1158;De geopende boekrol;Openbaring 10:1;Openbaring 10:11
1159;De twee getuigen;Openbaring 11:1;Openbaring 11:14
1160;De zevende bazuin;Openbaring 11:15;Openbaring 11:19
1161;De vrouw, de draak en de twee beesten;Openbaring 12:1;Openbaring 13:18
1162;Het lam en de zijnen, het oordeel;Openbaring 14:1;Openbaring 14:20
1163;De zeven offerschalen;Openbaring 15:1;Openbaring 16:21
